PeakID (cmd=annotatePeaks.pl PLACseq_anchor2.bed mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1645	chr7	39150001	39200000	+	0	NA	Intergenic	(GAAA)n|Simple_repeat|Simple_repeat	238160	NM_177890	330513	Mm.67238	NM_177890	ENSMUSG00000053742	Gm5114	4921507A12|EG330513	predicted gene 5114	protein-coding
262	chr1	183200001	183250000	+	0	NA	Intergenic	ORR1E|LTR|ERVL-MaLR	-3471	NM_001278219	68897	Mm.327216	NM_026866	ENSMUSG00000030768	Disp1	1190008H24Rik|DispA	dispatched RND transporter family member 1	protein-coding
1785	chr4	129050001	129100000	+	0	NA	intron (NM_029219, intron 3 of 8)	intron (NM_029219, intron 3 of 8)	16856	NM_001368763	75234	Mm.259672	NM_029219	ENSMUSG00000028793	Rnf19b	4930534K13Rik|4930555L03Rik|Ibrdc3	ring finger protein 19B	protein-coding
276	chr18	6450001	6500000	+	0	NA	intron (NM_007935, intron 1 of 13)	intron (NM_007935, intron 1 of 13)	15646	NR_035446	100316773		NR_035446	ENSMUSG00000084514	Mir1893	Mirn1893|mmu-mir-1893	microRNA 1893	ncRNA
1435	chr10	80700001	80750000	+	0	NA	intron (NM_007460, intron 6 of 30)	ORR1A2|LTR|ERVL-MaLR	17275	NM_007460	11776	Mm.27082	NM_007460	ENSMUSG00000020198	Ap3d1	AA407035|Ap3d|Bolvr|mBLVR1|mh|mocha	adaptor-related protein complex 3, delta 1 subunit	protein-coding
1560	chr6	114600001	114650000	+	0	NA	Intergenic	IMPB_01|Satellite|Satellite	-18097	NM_001253717	74244	Mm.275332	NM_028835	ENSMUSG00000030314	Atg7	1810013K23Rik|Agp7|Apg7l|Atg7l|Gm21553	autophagy related 7	protein-coding
1566	chr6	122150001	122200000	+	0	NA	Intergenic	Intergenic	-1053	NR_027619	17835	Mm.422976	NR_027619	ENSMUSG00000101397	Mug-ps1	Mug3	murinoglobulin, pseudogene 1	pseudo
801	chr11	5450001	5500000	+	0	NA	Intergenic	B2_Mm1t|SINE|B2	-30153	NM_001080924	407821	Mm.216313	NM_001080924	ENSMUSG00000041961	Znrf3	Gm1167	zinc and ring finger 3	protein-coding
1337	chr8	92350001	92400000	+	0	NA	Intergenic	Intergenic	17204	NM_018826	54352	Mm.101153	NM_018826	ENSMUSG00000031737	Irx5	-	Iroquois homeobox 5	protein-coding
1585	chr6	135800001	135850000	+	0	NA	intron (NM_001363750, intron 6 of 14)	intron (NM_001363750, intron 6 of 14)	166087	NR_126088	75024	Mm.399147	NR_126088	ENSMUSG00000107396	4930425L21Rik	4930473P14Rik	RIKEN cDNA 4930425L21 gene	ncRNA
1247	chr3	104850001	104900000	+	0	NA	intron (NM_001253703, intron 5 of 11)	intron (NM_001253703, intron 5 of 11)	10494	NM_153091	229681	Mm.206379	NM_153091	ENSMUSG00000045576	St7l	St7r	suppression of tumorigenicity 7-like	protein-coding
288	chr18	33750001	33800000	+	0	NA	Intergenic	MLT1F2|LTR|ERVL-MaLR	-19892	NR_038152	69749	Mm.248787	NR_038151	ENSMUSG00000087590	Epb41l4aos	2410004N09Rik|Epb4.1l4aos	erythrocyte membrane protein band 4.1 like 4a, opposite strand	ncRNA
416	chr16	13400001	13450000	+	0	NA	Intergenic	ORR1D2|LTR|ERVL-MaLR	-24523	NR_030549	100124432		NR_030549	ENSMUSG00000076972	Mir193b	Mir193|Mirn193b|mir-193b	microRNA 193b	ncRNA
1151	chr14	66750001	66800000	+	0	NA	Intergenic	Intergenic	93600	NM_009955	12934	Mm.352648	NM_009955	ENSMUSG00000022048	Dpysl2	AI851130|Crmp2|DRP2|Musunc33|TOAD-64|Ulip2	dihydropyrimidinase-like 2	protein-coding
1159	chr14	73450001	73500000	+	0	NA	Intergenic	Intergenic	-35049	NM_026119	67381	Mm.282888	NM_026119	ENSMUSG00000022109	Med4	2410046H15Rik|DRIP36|HSPC126|TRAP36|Vdirp|Vdrip	mediator complex subunit 4	protein-coding
887	chr11	117350001	117400000	+	0	NA	Intergenic	Intergenic	-39389	NR_132097	105827746	Mm.388009	NR_132097	ENSMUSG00000086588	Gm11729	-	predicted gene 11729	ncRNA
704	chr2	165300001	165350000	+	0	NA	intron (NM_207706, intron 1 of 21)	intron (NM_207706, intron 1 of 21)	1479	NM_207706	140579	Mm.35064	NM_080287	ENSMUSG00000017670	Elmo2	1190002F24Rik|CED-12	engulfment and cell motility 2	protein-coding
1030	chr13	37300001	37350000	+	0	NA	Intergenic	Intergenic	-20345	NM_010745	17084	Mm.2639	NM_010745	ENSMUSG00000021423	Ly86	MD-1|MD1|ly86_tv2	lymphocyte antigen 86	protein-coding
473	chr16	64700001	64750000	+	0	NA	Intergenic	Intergenic	45939	NM_026273	67609	Mm.212157	NM_026273	ENSMUSG00000059920	4930453N24Rik	AI649104|din	RIKEN cDNA 4930453N24 gene	protein-coding
1541	chr6	92100001	92150000	+	0	NA	intron (NM_001347342, intron 2 of 14)	L1M4|LINE|L1	32567	NM_001347342	22026	Mm.87062	NM_011630	ENSMUSG00000005893	Nr2c2	TAK1|Tr4|mKIAA4145	nuclear receptor subfamily 2, group C, member 2	protein-coding
1288	chr3	153800001	153850000	+	0	NA	Intergenic	Intergenic	-19247	NM_025758	66772	Mm.116960	NM_025758	ENSMUSG00000038997	Asb17	4933436O18Rik	ankyrin repeat and SOCS box-containing 17	protein-coding
240	chr1	162700001	162750000	+	0	NA	intron (NM_001081290, intron 1 of 34)	intron (NM_001081290, intron 1 of 34)	15556	NM_001081290	226562	Mm.245446	NM_001081290	ENSMUSG00000040225	Prrc2c	1810043M20Rik|9630039I18Rik|A630006J20|Bat2d|Bat2d1|Bat2l2|E130112L15Rik|Prrc3|mKIAA1096	proline-rich coiled-coil 2C	protein-coding
793	chrX	159250001	159300000	+	0	NA	intron (NM_148945, intron 1 of 21)	RSINE1|SINE|B4	19218	NM_148945	110651	Mm.328476	NM_148945	ENSMUSG00000031309	Rps6ka3	MAPKAPK-1b|MPK-9|Rsk2|S6K-alpha3|p90RSK3|pp90RSK2	ribosomal protein S6 kinase polypeptide 3	protein-coding
40	chr19	56250001	56300000	+	0	NA	Intergenic	Intergenic	-12912	NM_001329935	226243	Mm.25791	NM_146101	ENSMUSG00000025075	Habp2	AI035669|FSAP|HABP|HGFAL|PHBP	hyaluronic acid binding protein 2	protein-coding
960	chr9	87200001	87250000	+	0	NA	intron (NM_199316, intron 13 of 26)	intron (NM_199316, intron 13 of 26)	30532	NM_199316	382090	Mm.335338	NM_199316	ENSMUSG00000056919	Cep162	4922501C03Rik|mKIAA1009	centrosomal protein 162	protein-coding
1781	chr4	122850001	122900000	+	0	NA	intron (NM_007598, intron 1 of 12)	intron (NM_007598, intron 1 of 12)	11076	NM_001358035	12331	Mm.8687	NM_007598	ENSMUSG00000028656	Cap1	-	CAP, adenylate cyclase-associated protein 1 (yeast)	protein-coding
635	chr2	59750001	59800000	+	0	NA	intron (NM_198294, intron 7 of 26)	intron (NM_198294, intron 7 of 26)	107606	NM_028118	72137	Mm.288734	NM_028118	ENSMUSG00000026988	Wdsub1	1700048E19Rik|2610014F08Rik	WD repeat, SAM and U-box domain containing 1	protein-coding
1027	chr13	35750001	35800000	+	0	NA	intron (NM_001123386, intron 1 of 6)	URR1B|DNA|hAT-Charlie	33598	NM_001123386	12593	Mm.29002	NM_009881	ENSMUSG00000059288	Cdyl	AI325931	chromodomain protein, Y chromosome-like	protein-coding
131	chr1	36250001	36300000	+	0	NA	Intergenic	Intergenic	-1575	NM_153408	214854	Mm.389110	NM_153408	ENSMUSG00000047180	Neurl3	2010300P06Rik|Lincr	neuralized E3 ubiquitin protein ligase 3	protein-coding
1204	chr3	54750001	54800000	+	0	NA	intron (NM_019483, intron 1 of 5)	intron (NM_019483, intron 1 of 5)	19418	NM_019483	55994	Mm.244353	NM_019483	ENSMUSG00000027796	Smad9	MADH6|Madh8|Madh9|Smad8	SMAD family member 9	protein-coding
284	chr18	24450001	24500000	+	0	NA	intron (NM_026529, intron 3 of 4)	Lx9|LINE|L1	4129	NM_026529	68046	Mm.276574	NM_026529	ENSMUSG00000024273	2700062C07Rik	AI195775|C87515	RIKEN cDNA 2700062C07 gene	protein-coding
392	chr15	81600001	81650000	+	0	NA	intron (NM_177821, intron 12 of 30)	intron (NM_177821, intron 12 of 30)	38786	NM_177821	328572	Mm.258397	NM_177821	ENSMUSG00000055024	Ep300	A430090G16|A730011L11|KAT3B|p300|p300 HAT	E1A binding protein p300	protein-coding
347	chr15	11950001	12000000	+	0	NA	Intergenic	Intergenic	7938	NR_040447	73339	Mm.231975	NR_040447	ENSMUSG00000099349	1700047G03Rik	-	RIKEN cDNA 1700047G03 gene	ncRNA
1317	chr8	61450001	61500000	+	0	NA	Intergenic	Intergenic	-12734	NM_145595	234309	Mm.29059	NM_145595	ENSMUSG00000031641	Cbr4	A730083J17Rik|BC009118	carbonyl reductase 4	protein-coding
1714	chr7	139450001	139500000	+	0	NA	intron (NM_001355162, intron 2 of 15)	intron (NM_001355162, intron 2 of 15)	74506	NM_001355162	212111	Mm.28308	NM_183144	ENSMUSG00000025477	Inpp5a	-	inositol polyphosphate-5-phosphatase A	protein-coding
1504	chr6	51550001	51600000	+	0	NA	intron (NM_001361582, intron 3 of 7)	intron (NM_001361582, intron 3 of 7)	29707	NM_001361577	71982	Mm.294166	NM_028035	ENSMUSG00000038301	Snx10	2410004M09Rik	sorting nexin 10	protein-coding
910	chr9	33050001	33100000	+	0	NA	Intergenic	Lx8b|LINE|L1	-146034	NR_131058	330917	Mm.488283	NR_131058		Gm27162	A430016B06	predicted gene 27162	ncRNA
1104	chr14	6100001	6150000	+	0	NA	Intergenic	Intergenic	162250	NM_001270812	100861615	Mm.488431	NM_001270812	ENSMUSG00000079396	LOC100861615	-	alpha takusan-like	protein-coding
431	chr16	25250001	25300000	+	0	NA	Intergenic	Intergenic	-11817	NM_175165	71338	Mm.126851	NM_175165	ENSMUSG00000048399	Tprg	5430420C16Rik|Tprg1	transformation related protein 63 regulated	protein-coding
1078	chr13	97000001	97050000	+	0	NA	intron (NM_001080777, intron 2 of 2)	intron (NM_001080777, intron 2 of 2)	9362	NM_025585	66479	Mm.390629	NM_025585	ENSMUSG00000052075	1700029F12Rik	-	RIKEN cDNA 1700029F12 gene	protein-coding
215	chr1	135950001	136000000	+	0	NA	intron (NM_177642, intron 11 of 26)	intron (NM_177642, intron 11 of 26)	31342	NM_177642	226438	Mm.119675	NM_177642	ENSMUSG00000051985	Igfn1	9830123M21Rik	immunoglobulin-like and fibronectin type III domain containing 1	protein-coding
69	chr17	32000001	32050000	+	0	NA	intron (NM_028902, intron 2 of 7)	intron (NM_028902, intron 2 of 7)	9508	NM_028902	74377	Mm.75856	NM_028902	ENSMUSG00000002076	Hsf2bp	4932437G14Rik|Meilb2	heat shock transcription factor 2 binding protein	protein-coding
1369	chr10	7600001	7650000	+	0	NA	3' UTR (NM_001359742, exon 6 of 6)	3' UTR (NM_001359742, exon 6 of 6)	35200	NM_172784	237253	Mm.206759	NM_172784	ENSMUSG00000019796	Lrp11	1700034J19Rik|6330533B21|9830160H19Rik	low density lipoprotein receptor-related protein 11	protein-coding
702	chr2	166350001	166400000	+	0	NA	Intergenic	Intergenic	-72451	NR_015558	319684	Mm.399746	NR_015558		5031425F14Rik	-	RIKEN cDNA 5031425F14 gene	ncRNA
101	chr17	74300001	74350000	+	0	NA	Intergenic	Intergenic	-1056	NM_024428	66310	Mm.28536	NM_024428	ENSMUSG00000024067	Dpy30	2810410M20Rik|C87842	dpy-30, histone methyltransferase complex regulatory subunit	protein-coding
1256	chr3	107400001	107450000	+	0	NA	Intergenic	Intergenic	33898	NM_001356447	99738	Mm.101976	NM_145922	ENSMUSG00000027895	Kcnc4	AI850292|KSHIIIC|Kcr2-4|Kv3.4	potassium voltage gated channel, Shaw-related subfamily, member 4	protein-coding
1885	chr5	113700001	113750000	+	0	NA	promoter-TSS (NR_033216)	promoter-TSS (NR_033216)	-228	NR_033216	381707	Mm.159016	NR_033216	ENSMUSG00000042184	1700069L16Rik	1700096P12Rik	RIKEN cDNA 1700069L16 gene	ncRNA
809	chr11	21450001	21500000	+	0	NA	Intergenic	L1Md_F2|LINE|L1	36180	NR_028259	237694	Mm.72926	NM_172792	ENSMUSG00000078962	4932414J04Rik	-	RIKEN cDNA 4932414J04 gene	ncRNA
539	chr12	73650001	73700000	+	0	NA	intron (NM_008856, intron 2 of 13)	intron (NM_008856, intron 2 of 13)	90204	NM_008856	18755	Mm.341677	NM_008856	ENSMUSG00000021108	Prkch	Pkch	protein kinase C, eta	protein-coding
827	chr11	54250001	54300000	+	0	NA	Intergenic	Intergenic	-7721	NM_010556	16187	Mm.983	NM_010556	ENSMUSG00000018914	Il3	BPA|Csfmu|HCGF|Il-3|MCGF|PSF	interleukin 3	protein-coding
664	chr2	103700001	103750000	+	0	NA	intron (NM_153126, intron 27 of 28)	intron (NM_153126, intron 27 of 28)	36270	NM_153126	98956	Mm.288005	NM_153126	ENSMUSG00000027185	Nat10	AI429152	N-acetyltransferase 10	protein-coding
1409	chr10	42950001	43000000	+	0	NA	intron (NR_153349, intron 2 of 2)	RLTR41|LTR|ERV1	16162	NR_153349	327749	Mm.428887	NR_153349		Gm5079	C230040G06	predicted gene 5079	ncRNA
1336	chr8	90950001	91000000	+	0	NA	intron (NM_177224, intron 5 of 39)	intron (NM_177224, intron 5 of 39)	42751	NM_001310530	109151	Mm.100615	NM_177224	ENSMUSG00000056608	Chd9	1810014J18Rik|9030205D12Rik|A330063D19Rik|AD013|PRIC320|mKIAA0308	chromodomain helicase DNA binding protein 9	protein-coding
1871	chr5	97050001	97100000	+	0	NA	intron (NM_080708, intron 15 of 15)	intron (NM_080708, intron 15 of 15)	36596	NM_001359913	231474	Mm.332505	NM_198422	ENSMUSG00000055725	Paqr3	6330415A20Rik|AY424292|RKTG	progestin and adipoQ receptor family member III	protein-coding
1648	chr7	42450001	42500000	+	0	NA	exon (NM_001309389, exon 5 of 5)	exon (NM_001309389, exon 5 of 5)	-26898	NM_027702	71162	Mm.158598	NM_027702	ENSMUSG00000030463	4933421I07Rik	-	RIKEN cDNA 4933421I07 gene	protein-coding
1290	chr8	4600001	4650000	+	0	NA	intron (NM_001368404, intron 1 of 3)	B3|SINE|B2	11660	NM_001368404	233987	Mm.102799	NM_145591	ENSMUSG00000058748	Zfp958	-	zinc finger protein 958	protein-coding
869	chr11	103250001	103300000	+	0	NA	Intergenic	Intergenic	-7599	NM_016896	53859	Mm.158981	NM_016896	ENSMUSG00000020941	Map3k14	Nik|aly	mitogen-activated protein kinase kinase kinase 14	protein-coding
839	chr11	73350001	73400000	+	0	NA	exon (NM_146922, exon 2 of 2)	exon (NM_146922, exon 2 of 2)	3754	NM_001172686	258924	Mm.236410	NM_146922	ENSMUSG00000063881	Olfr376	MOR135-12	olfactory receptor 376	protein-coding
177	chr1	78650001	78700000	+	0	NA	intron (NM_028817, intron 2 of 15)	B1_Mus1|SINE|Alu	16560	NM_001136226	195434	Mm.276016	NM_001001981	ENSMUSG00000079470	Utp14b	4932411L21Rik|jsd	UTP14B small subunit processome component	protein-coding
722	chr2	181550001	181600000	+	0	NA	exon (NM_026765, exon 2 of 15)	exon (NM_026765, exon 2 of 15)	-3480	NR_027289	100271841	Mm.438007	NR_027289	ENSMUSG00000010492	Uckl1os	Gm16119	uridine-cytidine kinase 1-like 1, opposite strand	ncRNA
798	chrX	169900001	169950000	+	0	NA	intron (NM_001290505, intron 1 of 9)	intron (NM_001290505, intron 1 of 9)	45381	NM_001290506	17318	Mm.34441	NM_010797	ENSMUSG00000035299	Mid1	61B3-R|DXHXS1141|Fxy|Trim18	midline 1	protein-coding
86	chr17	52450001	52500000	+	0	NA	Intergenic	L1Md_A|LINE|L1	127660	NR_155517	108168350	Mm.385076	NR_155517		Gm27217	-	predicted gene 27217	ncRNA
1688	chr7	106150001	106200000	+	0	NA	intron (NM_001039160, intron 1 of 1)	L1Md_F3|LINE|L1	15099	NR_040456	100417831	Mm.458429	NR_040456	ENSMUSG00000098934	Gm18853	-	GTPase, very large interferon inducible 1 pseudogene	pseudo
927	chr9	53450001	53500000	+	0	NA	intron (NM_007499, intron 37 of 62)	Lx|LINE|L1	61671	NM_007499	11920	Mm.5088	NM_007499	ENSMUSG00000034218	Atm	AI256621|C030026E19Rik	ataxia telangiectasia mutated	protein-coding
319	chr18	69650001	69700000	+	0	NA	intron (NM_001361127, intron 15 of 19)	intron (NM_001361127, intron 15 of 19)	-250559	NM_201362	381175	Mm.266831	NM_201362	ENSMUSG00000038903	Ccdc68	BC046343	coiled-coil domain containing 68	protein-coding
1846	chr5	65750001	65800000	+	0	NA	intron (NM_001024917, intron 2 of 19)	intron (NM_001024917, intron 2 of 19)	11479	NM_001024917	333789	Mm.332398	NM_001024917	ENSMUSG00000037795	N4bp2	B3bp|E430014I16|Gm1791|Gm868	NEDD4 binding protein 2	protein-coding
1579	chr6	133200001	133250000	+	0	NA	Intergenic	Intergenic	-67216	NM_027784	232426	Mm.158689	NM_027784	ENSMUSG00000055594	5530400C23Rik	GRP	RIKEN cDNA 5530400C23 gene	protein-coding
1144	chr14	60000001	60050000	+	0	NA	intron (NM_015803, intron 12 of 35)	MTD|LTR|ERVL-MaLR	61914	NM_015803	50769	Mm.319599	NM_015803	ENSMUSG00000021983	Atp8a2	AI415030|Atpc1b|agil|wl	ATPase, aminophospholipid transporter-like, class I, type 8A, member 2	protein-coding
194	chr1	89150001	89200000	+	0	NA	Intergenic	Intergenic	104585	NM_133816	98402	Mm.170983	NM_133816	ENSMUSG00000036206	Sh3bp4	AI594717|AW227605|BOG25	SH3-domain binding protein 4	protein-coding
1891	chr5	120050001	120100000	+	0	NA	Intergenic	(TG)n|Simple_repeat|Simple_repeat	-41513	NM_028762	74111	Mm.41022	NM_028762	ENSMUSG00000029594	Rbm19	1200009A02Rik|AV302714|NPO	RNA binding motif protein 19	protein-coding
1231	chr3	90000001	90050000	+	0	NA	intron (NM_001357307, intron 11 of 26)	intron (NM_001357307, intron 11 of 26)	-13790	NR_106129	102465771		NR_106129	ENSMUSG00000098397	Mir7669	Gm27996|mmu-mir-7669	microRNA 7669	ncRNA
1010	chr13	23200001	23250000	+	0	NA	Intergenic	RMER2|LTR|ERV1	7627	NM_001167542	100312485	Mm.480288	NM_001167542	ENSMUSG00000082316	Vmn1r221	Gm11329	vomeronasal 1 receptor 221	protein-coding
1802	chr4	144300001	144350000	+	0	NA	Intergenic	Intergenic	-5249	NM_001085541	626995	Mm.425000	NM_001085541	ENSMUSG00000078508	Gm13128	-	predicted gene 13128	protein-coding
747	chrX	37400001	37450000	+	0	NA	Intergenic	B3A|SINE|B2	-7494	NM_021300	57737	Mm.327419	NM_021300	ENSMUSG00000071771	Rhox4b	5430432L21Rik|Ehox|Rhox4.2|Rhox4a	reproductive homeobox 4B	protein-coding
367	chr15	58000001	58050000	+	0	NA	intron (NM_029418, intron 5 of 5)	intron (NM_029418, intron 5 of 5)	9294	NM_029418	75758	Mm.455792	NM_029418	ENSMUSG00000101892	9130401M01Rik	AI849328	RIKEN cDNA 9130401M01 gene	protein-coding
1458	chr10	111950001	112000000	+	0	NA	intron (NM_178610, intron 1 of 9)	intron (NM_178610, intron 1 of 9)	2305	NM_178610	52705	Mm.34606	NM_178610	ENSMUSG00000063334	Krr1	2610511F02Rik|AI255219|AI428520|D10Ertd773e|Hrb2	KRR1, small subunit (SSU) processome component, homolog (yeast)	protein-coding
1624	chr7	20950001	21000000	+	0	NA	Intergenic	IAPEY3-int|LTR|ERVK	37455	NM_001166708	384696	Mm.480283	NM_001166708	ENSMUSG00000094010	Vmn1r119	Gm1447	vomeronasal 1 receptor 119	protein-coding
935	chr9	61850001	61900000	+	0	NA	Intergenic	B4A|SINE|B4	39510	NM_018853	56040	Mm.3158	NM_018853	ENSMUSG00000007892	Rplp1	2410042H16Rik|Arpp1|C430017H15Rik	ribosomal protein, large, P1	protein-coding
917	chr9	41950001	42000000	+	0	NA	intron (NM_001357261, intron 40 of 42)	intron (NM_001357261, intron 40 of 42)	102213	NM_001357261	20660	Mm.121920	NM_011436	ENSMUSG00000049313	Sorl1	2900010L19Rik|AI596264|AW261561|LR11|SorLA|gp250|mSorLA	sortilin-related receptor, LDLR class A repeats-containing	protein-coding
504	chr12	20100001	20150000	+	0	NA	Intergenic	MMERGLN-int|LTR|ERV1	690779	NR_015521	69513	Mm.273972	NR_015521	ENSMUSG00000099759	1700030C10Rik	-	RIKEN cDNA 1700030C10 gene	ncRNA
734	chrX	13450001	13500000	+	0	NA	intron (NM_173415, intron 3 of 3)	intron (NM_173415, intron 3 of 3)	13910	NM_173415	236690	Mm.90233	NM_173415	ENSMUSG00000051228	Nyx	CLNP|CSNB1|CSNB4|nob	nyctalopin	protein-coding
442	chr16	33700001	33750000	+	0	NA	intron (NM_175256, intron 2 of 14)	(TTTG)n|Simple_repeat|Simple_repeat	40534	NM_175256	77446	Mm.245741	NM_172934	ENSMUSG00000075254	Heg1	4632417D23Rik|5530401I02Rik|9530025L16Rik|BC038614|Gm629	heart development protein with EGF-like domains 1	protein-coding
584	chr2	9850001	9900000	+	0	NA	intron (NM_001355111, intron 2 of 5)	intron (NM_001355111, intron 2 of 5)	3600	NM_001355111	14462	Mm.313866	NM_008091	ENSMUSG00000015619	Gata3	Gata-3|jal	GATA binding protein 3	protein-coding
1786	chr4	129450001	129500000	+	0	NA	intron (NM_133889, intron 9 of 10)	intron (NM_133889, intron 9 of 10)	13321	NM_133889	100383	Mm.17918	NM_133889	ENSMUSG00000040859	Bsdc1	1110063F24Rik|AW011758	BSD domain containing 1	protein-coding
1780	chr4	120050001	120100000	+	0	NA	intron (NM_010657, intron 3 of 8)	intron (NM_010657, intron 3 of 8)	-86206	NM_007902	13615	Mm.284855	NM_007902	ENSMUSG00000028635	Edn2	ET-2|PPET2|VIC	endothelin 2	protein-coding
688	chr2	153400001	153450000	+	0	NA	intron (NM_001001986, intron 2 of 7)	intron (NM_001001986, intron 2 of 7)	19479	NM_001001986	329540	Mm.50600	NM_001001986	ENSMUSG00000061411	Nol4l	4931410H15|8430427H17Rik|AI429157|Gm1636	nucleolar protein 4-like	protein-coding
1286	chr3	152700001	152750000	+	0	NA	intron (NM_178016, intron 3 of 11)	intron (NM_178016, intron 3 of 11)	10900	NM_178016	329777	Mm.331447	NM_025662	ENSMUSG00000039047	Pigk	3000001O05Rik|Gm38470|PIG-K	phosphatidylinositol glycan anchor biosynthesis, class K	protein-coding
694	chr2	157950001	158000000	+	0	NA	Intergenic	Intergenic	53434	NM_029282	75425	Mm.29068	NM_029282	ENSMUSG00000027650	Tti1	2610036D13Rik|AI449463	TELO2 interacting protein 1	protein-coding
531	chr12	70950001	71000000	+	0	NA	intron (NM_001310596, intron 1 of 10)	CpG	377	NM_001310596	19167	Mm.296338	NM_011184	ENSMUSG00000060073	Psma3	Lmpc8	proteasome (prosome, macropain) subunit, alpha type 3	protein-coding
1134	chr14	44900001	44950000	+	0	NA	Intergenic	Intergenic	22511	NR_030556	100124437		NR_030556	ENSMUSG00000105372	Mir327	Mirn327|mmu-mir-327	microRNA 327	ncRNA
1017	chr13	30850001	30900000	+	0	NA	intron (NM_001360093, intron 18 of 28)	intron (NM_001360093, intron 18 of 28)	72761	NM_153072	210554	Mm.450571	NM_153072	ENSMUSG00000076430	Hus1b	-	HUS1 checkpoint clamp component B	protein-coding
639	chr2	65300001	65350000	+	0	NA	intron (NM_177074, intron 11 of 11)	intron (NM_177074, intron 11 of 11)	39026	NM_177074	320106	Mm.227703	NM_177074	ENSMUSG00000061171	Slc38a11	9330158F14Rik	solute carrier family 38, member 11	protein-coding
874	chr11	107450001	107500000	+	0	NA	Intergenic	B2_Mm2|SINE|B2	-4280	NR_153311	71795	Mm.397413	NM_145823	ENSMUSG00000040430	Pitpnc1	1110020B03Rik|5830436L09Rik|AI662802|AI851387|C330017I21Rik|Dnr411|RDGBB|RDGBB1|mrdgBbeta|rdgB-beta	phosphatidylinositol transfer protein, cytoplasmic 1	protein-coding
254	chr1	177750001	177800000	+	0	NA	intron (NM_007422, intron 7 of 12)	intron (NM_007422, intron 7 of 12)	21509	NM_007422	11566	Mm.338021	NM_007422	ENSMUSG00000015961	Adss	AI314886|AS|Adss2	adenylosuccinate synthetase, non muscle	protein-coding
1735	chr4	33250001	33300000	+	0	NA	Intergenic	Intergenic	-26213	NM_001033225	108767	Mm.27769	NM_001033225	ENSMUSG00000040128	Pnrc1	5730463C12Rik|B4-2|PRR2|Prol2	proline-rich nuclear receptor coactivator 1	protein-coding
568	chr12	110350001	110400000	+	0	NA	Intergenic	Intergenic	-72224	NM_001364204	26931	Mm.240396	NM_012023	ENSMUSG00000017843	Ppp2r5c	2610043M05Rik|2700063L20Rik|AI060890|AW545884|C85228|D12Bwg0916e	protein phosphatase 2, regulatory subunit B', gamma	protein-coding
785	chrX	142500001	142550000	+	0	NA	Intergenic	RLTR10|LTR|ERVK	-134465	NM_001033600	50790	Mm.391337	NM_019477	ENSMUSG00000031278	Acsl4	9430020A05Rik|ACS4|AU018108|Facl4|Lacs4	acyl-CoA synthetase long-chain family member 4	protein-coding
1032	chr13	40750001	40800000	+	0	NA	Intergenic	IAP1-MM_LTR|LTR|ERVK	-40080	NM_001301674	21418	Mm.85544	NM_011547	ENSMUSG00000021359	Tfap2a	AP-2|AP2alpha|Ap-2 (a)|Ap2|Ap2tf|Tcfap2a	transcription factor AP-2, alpha	protein-coding
189	chr1	87900001	87950000	+	0	NA	intron (NM_177646, intron 12 of 29)	intron (NM_177646, intron 12 of 29)	-70701	NR_136921	100503175	Mm.426422	NR_136921	ENSMUSG00000101942	Gm19582	-	predicted gene, 19582	ncRNA
1038	chr13	45450001	45500000	+	0	NA	Intergenic	L1MD|LINE|L1	-32444	NM_025508	66355	Mm.290802	NM_025508	ENSMUSG00000000253	Gmpr	2310004P21Rik|AV028449|GMPR 1	guanosine monophosphate reductase	protein-coding
