PeakID (cmd=annotatePeaks.pl PLACseq_anchor1.bed mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1429	chr10	75250001	75300000	+	0	NA	intron (NM_153406, intron 11 of 15)	intron (NM_153406, intron 11 of 15)	-41877	NM_009630	11540	Mm.333734	NM_009630	ENSMUSG00000020178	Adora2a	A2AAR|A2aR|AA2AR|ARA2A	adenosine A2a receptor	protein-coding
768	chrX	99100001	99150000	+	0	NA	Intergenic	Intergenic	-11061	NM_010110	13641	Mm.3374	NM_010110	ENSMUSG00000031217	Efnb1	Cek5-L|EFL-3|Elk-L|Epl2|Eplg2|LERK-2|Lerk2|Stra1	ephrin B1	protein-coding
844	chr11	76250001	76300000	+	0	NA	intron (NM_008750, intron 2 of 7)	(CA)n|Simple_repeat|Simple_repeat	31264	NM_183263	67390	Mm.24886	NM_183263	ENSMUSG00000038046	Mrm3	4833420N02Rik|AI255153|HC90|Rnmtl1	mitochondrial rRNA methyltransferase 3	protein-coding
574	chr12	117400001	117450000	+	0	NA	Intergenic	Intergenic	-87988	NR_044987	432713	Mm.459210	NR_044987	ENSMUSG00000101930	Gm5441	-	predicted gene 5441	ncRNA
1196	chr3	38250001	38300000	+	0	NA	Intergenic	Intergenic	-66881	NR_040541	71342	Mm.410782	NR_040541	ENSMUSG00000106002	5430434I15Rik	-	RIKEN cDNA 5430434I15 gene	ncRNA
1602	chr7	4100001	4150000	+	0	NA	intron (NM_001001454, intron 3 of 12)	intron (NM_001001454, intron 3 of 12)	-4272	NR_033568	77323	Mm.378791	NR_033568	ENSMUSG00000086155	9430041J12Rik	-	RIKEN cDNA 9430041J12 gene	ncRNA
1027	chr13	35050001	35100000	+	0	NA	Intergenic	B2_Mm2|SINE|B2	-80856	NR_073427	23986	Mm.491141	NM_011868	ENSMUSG00000021417	Eci2	Acbd2|Drs1|Hca88|Peci	enoyl-Coenzyme A delta isomerase 2	protein-coding
218	chr1	138100001	138150000	+	0	NA	intron (NM_001111316, intron 2 of 31)	intron (NM_001111316, intron 2 of 31)	50126	NM_001111316	19264	Mm.391573	NM_011210	ENSMUSG00000026395	Ptprc	B220|CD45R|Cd45|L-CA|Ly-5|Lyt-4|T200|loc	protein tyrosine phosphatase, receptor type, C	protein-coding
510	chr12	22650001	22700000	+	0	NA	Intergenic	IAP-d-int|LTR|ERVK	335243	NR_015504	69732	Mm.391403	NM_028362	ENSMUSG00000073164	2410018L13Rik	2810480C08Rik	RIKEN cDNA 2410018L13 gene	ncRNA
1772	chr4	108300001	108350000	+	0	NA	Intergenic	ID_B1|SINE|B4	-3152	NM_027250	69893	Mm.28354	NM_027250	ENSMUSG00000048351	Coa7	2010305A19Rik|AI451324|D4Ertd796e|Selrc1	cytochrome c oxidase assembly factor 7	protein-coding
1220	chr3	79850001	79900000	+	0	NA	Intergenic	Intergenic	-10930	NM_133187	68659	Mm.427274	NM_133187	ENSMUSG00000027955	Gask1b	1110032E23Rik|2210419I08Rik|AV011458|Ened|Fam198b|GaskbB	golgi associated kinase 1B	protein-coding
1551	chr6	99750001	99800000	+	0	NA	Intergenic	Intergenic	-48608	NM_001170419	50501	Mm.87365	NM_015768	ENSMUSG00000030069	Prok2	Bv8|PK2|Prok1	prokineticin 2	protein-coding
1547	chr6	98100001	98150000	+	0	NA	Intergenic	B4|SINE|B4	133217	NM_008601	17342	Mm.333284	NM_008601	ENSMUSG00000035158	Mitf	BCC2|Bhlhe32|Gsfbcc2|Vitiligo|Wh|bw|mi|vit	melanogenesis associated transcription factor	protein-coding
1232	chr3	90200001	90250000	+	0	NA	intron (NM_001293741, intron 7 of 7)	ID_B1|SINE|B4	4216	NM_026677	68328	Mm.29355	NM_026677	ENSMUSG00000027935	Rab13	0610007N03Rik|B230212B15Rik	RAB13, member RAS oncogene family	protein-coding
396	chr15	84250001	84300000	+	0	NA	intron (NM_133167, intron 3 of 12)	intron (NM_133167, intron 3 of 12)	42957	NM_133167	170736	Mm.323892	NM_133167	ENSMUSG00000022438	Parvb	AI595373|AW742462|D15Gsk1|affixin	parvin, beta	protein-coding
1261	chr3	115650001	115700000	+	0	NA	Intergenic	Intergenic	40055	NM_007901	13609	Mm.982	NM_007901	ENSMUSG00000045092	S1pr1	AI849002|Edg1|Lpb1|S1p|S1p1	sphingosine-1-phosphate receptor 1	protein-coding
586	chr2	10350001	10400000	+	0	NA	intron (NM_177386, intron 1 of 22)	CpG	2564	NM_001369078	353282	Mm.329991	NM_177386	ENSMUSG00000061186	Sfmbt2	D2Wsu23e|D330030P06Rik	Scm-like with four mbt domains 2	protein-coding
1408	chr10	42000001	42050000	+	0	NA	Intergenic	RMER10A|LTR|ERVL	-6618	NM_001034858	213402	Mm.211320	NM_001034858	ENSMUSG00000071324	Armc2	2610018I05Rik	armadillo repeat containing 2	protein-coding
788	chrX	149650001	149700000	+	0	NA	Intergenic	Intergenic	80399	NM_001037716	382243	Mm.304331	NM_001037716	ENSMUSG00000072923	Gm10439	-	predicted gene 10439	protein-coding
1209	chr3	59850001	59900000	+	0	NA	intron (NM_001243003, intron 4 of 4)	(TTTCC)n|Simple_repeat|Simple_repeat	13949	NM_001243003	666803	Mm.389443	NM_001243003	ENSMUSG00000095522	Gm8298	EG666803	predicted gene 8298	protein-coding
27	chr19	32700001	32750000	+	0	NA	Intergenic	Lx5b|LINE|L1	-12702	NM_026487	67979	Mm.27123	NM_026487	ENSMUSG00000013662	Atad1	4921525H23Rik|AW107648|Thorase	ATPase family, AAA domain containing 1	protein-coding
252	chr1	173850001	173900000	+	0	NA	intron (NM_001170853, intron 3 of 9)	intron (NM_001170853, intron 3 of 9)	5187	NM_001170853	100040462	Mm.463437	NM_001170853	ENSMUSG00000090272	Mndal	Gm2785|Ifi212	myeloid nuclear differentiation antigen like	protein-coding
913	chr9	36750001	36800000	+	0	NA	Intergenic	Intergenic	-7378	NM_008408	16430	Mm.2863	NM_008408	ENSMUSG00000032116	Stt3a	AA408947|B5|BB081708|Itm1	STT3, subunit of the oligosaccharyltransferase complex, homolog A (S. cerevisiae)	protein-coding
727	chrX	4550001	4600000	+	0	NA	Intergenic	ERVB3_1-I_MM-int|LTR|ERVK	59411	NR_040410	546185	Mm.359482	NR_040410		Gm5925	EG546185	germ cell-less homolog 1 family pseudogene	pseudo
711	chr2	169050001	169100000	+	0	NA	Intergenic	Intergenic	96731	NR_040326	75508	Mm.271256	NR_040326	ENSMUSG00000086348	1700017J07Rik	-	RIKEN cDNA 1700017J07 gene	ncRNA
790	chrX	152400001	152450000	+	0	NA	Intergenic	Intergenic	-7477	NR_152261	207318	Mm.328431	NR_152261		Gm4750	EG207318|EyeLinc8	actin, beta pseudogene	pseudo
578	chr2	3500001	3550000	+	0	NA	3' UTR (NM_177647, exon 4 of 4)	3' UTR (NM_177647, exon 4 of 4)	11935	NM_177647	227526	Mm.211455	NM_177647	ENSMUSG00000039496	Cdnf	9330140G23|Armetl1	cerebral dopamine neurotrophic factor	protein-coding
551	chr12	85900001	85950000	+	0	NA	intron (NM_001364627, intron 22 of 31)	PB1D10|SINE|Alu	100080	NM_001364626	320244	Mm.132172	NM_177114	ENSMUSG00000012609	Ttll5	1700048H13Rik|2310009M18Rik|4930556H18Rik|AI428864|D630041K24Rik|R75373|Stamp|mKIAA0998	tubulin tyrosine ligase-like family, member 5	protein-coding
879	chr11	110500001	110550000	+	0	NA	3' UTR (NM_001356345, exon 11 of 11)	3' UTR (NM_001356345, exon 11 of 11)	45660	NM_001356346	26399	Mm.14487	NM_011943	ENSMUSG00000020623	Map2k6	MAPKK 6|MAPKK6|MEK6|MKK6|Prkmk6|SAPKK3	mitogen-activated protein kinase kinase 6	protein-coding
1377	chr10	13050001	13100000	+	0	NA	Intergenic	Intergenic	-15832	NM_001364643	22634	Mm.287857	NM_009538	ENSMUSG00000019817	Plagl1	2610311E24Rik|Lot1|Zac1	pleiomorphic adenoma gene-like 1	protein-coding
144	chr1	45800001	45850000	+	0	NA	Intergenic	Intergenic	29834	NM_028599	73674	Mm.270376	NM_028599	ENSMUSG00000025995	Wdr75	1300003A18Rik|2410118I19Rik|C77608	WD repeat domain 75	protein-coding
653	chr2	79500001	79550000	+	0	NA	Intergenic	Intergenic	-68364	NM_010894	18012	Mm.4636	NM_010894	ENSMUSG00000034701	Neurod1	BETA2|BHF-1|Nd1|Neurod|bHLHa3	neurogenic differentiation 1	protein-coding
972	chr9	99750001	99800000	+	0	NA	Intergenic	Intergenic	-57733	NM_001194921	56492	Mm.386784	NM_019815	ENSMUSG00000032473	Cldn18	-	claudin 18	protein-coding
638	chr2	61550001	61600000	+	0	NA	Intergenic	Intergenic	-3586	NM_011529	21353	Mm.244393	NM_011529	ENSMUSG00000064289	Tank	C86182|E430026L09Rik|I-TRAF	TRAF family member-associated Nf-kappa B activator	protein-coding
1179	chr3	9350001	9400000	+	0	NA	Intergenic	B3|SINE|B2	-28020	NR_015499	320088	Mm.212908	NR_015499	ENSMUSG00000097365	C030034L19Rik	A130044O20Rik	RIKEN cDNA C030034L19 gene	ncRNA
463	chr16	55900001	55950000	+	0	NA	exon (NM_001159366, exon 4 of 5)	exon (NM_001159366, exon 4 of 5)	9848	NM_028815	74201	Mm.178427	NM_028815	ENSMUSG00000022604	Cep97	2810403B08Rik|4932439K18Rik|AA437768|E130116N02Rik|Lrriq2	centrosomal protein 97	protein-coding
1537	chr6	87050001	87100000	+	0	NA	intron (NM_013528, intron 12 of 18)	CT-rich|Low_complexity|Low_complexity	-29746	NM_001167938	52372	Mm.282851	NM_001167937	ENSMUSG00000090891	D6Ertd527e	AU043841	DNA segment, Chr 6, ERATO Doi 527, expressed	protein-coding
31	chr19	36900001	36950000	+	0	NA	Intergenic	Intergenic	-1079	NM_001080706	107182	Mm.295062	NM_001080706	ENSMUSG00000040565	Btaf1	AI414500|AI447930|E430027O22Rik|TAF170	B-TFIID TATA-box binding protein associated factor 1	protein-coding
95	chr17	64300001	64350000	+	0	NA	intron (NM_144859, intron 1 of 8)	Lx8|LINE|L1	6883	NM_001025309	224938	Mm.489681	NM_144859	ENSMUSG00000024083	Pja2	AI447901|AL022700|Neurodap1|mKIAA0438	praja ring finger ubiquitin ligase 2	protein-coding
39	chr19	53400001	53450000	+	0	NA	Intergenic	Intergenic	-34366	NM_172429	76479	Mm.313687	NM_172429	ENSMUSG00000025024	Smndc1	-	survival motor neuron domain containing 1	protein-coding
339	chr15	4000001	4050000	+	0	NA	intron (NR_028266, intron 1 of 1)	intron (NR_028266, intron 1 of 1)	-1428	NM_024188	67041	Mm.13445	NM_024188	ENSMUSG00000022186	Oxct1	2610008O03Rik|Oxct|Oxct2a|Scot-s	3-oxoacid CoA transferase 1	protein-coding
1206	chr3	59050001	59100000	+	0	NA	intron (NM_177855, intron 7 of 43)	intron (NM_177855, intron 7 of 43)	26821	NM_173398	229323	Mm.123648	NM_173398	ENSMUSG00000050075	Gpr171	A630006E05|F730001G15Rik|H963	G protein-coupled receptor 171	protein-coding
1645	chr7	38500001	38550000	+	0	NA	intron (NM_001013810, intron 1 of 2)	L1VL2|LINE|L1	3193	NM_001013810	434171	Mm.60990	NM_001013810	ENSMUSG00000060565	Gm5591	EG434171	predicted gene 5591	protein-coding
88	chr17	51350001	51400000	+	0	NA	intron (NR_037264, intron 3 of 4)	L1Md_F2|LINE|L1	73269	NR_046166	328837	Mm.236143	NR_046166	ENSMUSG00000117204	C330011F03Rik	C330011F03	RIKEN cDNA C330011F03 gene	ncRNA
1441	chr10	85800001	85850000	+	0	NA	Intergenic	Intergenic	-46831	NM_133993	103136	Mm.18834	NM_133993	ENSMUSG00000001785	Pwp1	2310058A11Rik|2610205J09Rik|AI098170|AL022879|AV083409|AW550690	PWP1 homolog, endonuclein	protein-coding
270	chr1	193200001	193250000	+	0	NA	intron (NM_001044751, intron 4 of 5)	B1_Mus2|SINE|Alu	17360	NM_001044751	15483	Mm.28328	NM_008288	ENSMUSG00000016194	Hsd11b1	-	hydroxysteroid 11-beta dehydrogenase 1	protein-coding
1313	chr8	47000001	47050000	+	0	NA	intron (NM_177304, intron 1 of 7)	intron (NM_177304, intron 1 of 7)	38113	NM_177304	320981	Mm.211429	NM_177304	ENSMUSG00000038173	Enpp6	4833421B01Rik|B830047L21Rik|D8Ertd514e|E-NPP 6|GPC-Cpde|Npp6	ectonucleotide pyrophosphatase/phosphodiesterase 6	protein-coding
637	chr2	60700001	60750000	+	0	NA	Intergenic	Intergenic	-2397	NM_001159564	16420	Mm.98193	NM_021359	ENSMUSG00000026971	Itgb6	2210409C20Rik|4831415H04Rik	integrin beta 6	protein-coding
386	chr15	78600001	78650000	+	0	NA	Intergenic	MIR3|SINE|MIR	27953	NM_028195	72318	Mm.32911	NM_028195	ENSMUSG00000018008	Cyth4	2510004M07Rik|5830469K17Rik|AI467541|Pscd4|mFLJ00017	cytohesin 4	protein-coding
1885	chr5	113450001	113500000	+	0	NA	Intergenic	Intergenic	-75420	NM_177292	320916	Mm.102783	NM_177292	ENSMUSG00000063430	Wscd2	4933413A10Rik|C530024P05Rik|Gm450	WSC domain containing 2	protein-coding
796	chrX	164150001	164200000	+	0	NA	intron (NM_001130513, intron 12 of 18)	intron (NM_001130513, intron 12 of 18)	34520	NM_027286	70008	Mm.13451	NM_027286	ENSMUSG00000015405	Ace2	2010305L05Rik	angiotensin I converting enzyme (peptidyl-dipeptidase A) 2	protein-coding
1039	chr13	45000001	45050000	+	0	NA	Intergenic	Intergenic	-22904	NM_025772	94245	Mm.352311	NM_025772	ENSMUSG00000057531	Dtnbp1	5430437B18Rik|AW048963|Bloc1s8|dysbindin|sdy	dystrobrevin binding protein 1	protein-coding
87	chr17	51250001	51300000	+	0	NA	Intergenic	Lx6|LINE|L1	-2988	NR_037255	100526536		NR_037255	ENSMUSG00000106027	Mir669a-7	mmu-mir-669a-7	microRNA 669a-7	ncRNA
468	chr16	57600001	57650000	+	0	NA	3' UTR (NM_007739, exon 4 of 4)	3' UTR (NM_007739, exon 4 of 4)	14214	NR_162788	114482837		NR_162788		Mir1970b	mmu-mir-1970b	microRNA mir-1970b	ncRNA
1132	chr14	43850001	43900000	+	0	NA	Intergenic	Intergenic	48596	NM_053112	93725		NM_053112	ENSMUSG00000090166	Ear10	Raf2	eosinophil-associated, ribonuclease A family, member 10	protein-coding
159	chr1	58400001	58450000	+	0	NA	promoter-TSS (NR_027854)	promoter-TSS (NR_027854)	-912	NR_027854	12747	Mm.1761	NM_009905	ENSMUSG00000026034	Clk1	STY	CDC-like kinase 1	protein-coding
1144	chr14	59600001	59650000	+	0	NA	promoter-TSS (NM_145463)	promoter-TSS (NM_145463)	-281	NM_145463	219134	Mm.275409	NM_145463	ENSMUSG00000044461	Shisa2	9430059P22Rik|MAd2|Tmem46|mShisa|shisa	shisa family member 2	protein-coding
883	chr11	115400001	115450000	+	0	NA	intron (NM_183285, intron 3 of 5)	intron (NM_183285, intron 3 of 5)	4874	NM_183285	70382	Mm.276299	NM_183285	ENSMUSG00000016940	Kctd2	2310012I15Rik	potassium channel tetramerisation domain containing 2	protein-coding
105	chr17	78150001	78200000	+	0	NA	Intergenic	MER20B|DNA|hAT-Charlie	-25248	NM_015800	50766	Mm.311912	NM_015800	ENSMUSG00000024074	Crim1	AU015004	cysteine rich transmembrane BMP regulator 1 (chordin like)	protein-coding
1461	chr10	117250001	117300000	+	0	NA	Intergenic	Intergenic	7272	NM_017372	17105	Mm.45436	NM_017372	ENSMUSG00000069516	Lyz2	AI326280|Lys|Lysm|Lyzf2|Lyzs|Lzm|Lzm-s1|Lzp	lysozyme 2	protein-coding
1697	chr7	114250001	114300000	+	0	NA	intron (NM_011965, intron 1 of 9)	ID_B1|SINE|B4	1116	NM_011965	26440	Mm.121265	NM_011965	ENSMUSG00000030751	Psma1	C2|HC2|Pros-30|alpha-type	proteasome (prosome, macropain) subunit, alpha type 1	protein-coding
1723	chr4	6550001	6600000	+	0	NA	Intergenic	Intergenic	-120729	NM_010945	18201	Mm.3059	NM_010945	ENSMUSG00000028245	Nsmaf	AA959567|C630007J05|Fan	neutral sphingomyelinase (N-SMase) activation associated factor	protein-coding
538	chr12	73000001	73050000	+	0	NA	Intergenic	B2_Mm2|SINE|B2	-20885	NR_162772	114482235		NR_162772		Mir9718	mmu-mir-9718	microRNA mir-9718	ncRNA
1770	chr4	107900001	107950000	+	0	NA	Intergenic	ID_B1|SINE|B4	-1411	NM_009949	12896	Mm.307620	NM_009949	ENSMUSG00000028607	Cpt2	AI323697|CPTII	carnitine palmitoyltransferase 2	protein-coding
1630	chr7	22600001	22650000	+	0	NA	Intergenic	Intergenic	25016	NR_033693	100043595	Mm.463581	NR_033693		Gm4541	-	NLR family, pyrin domain containing 4E pseudogene	pseudo
380	chr15	61950001	62000000	+	0	NA	Intergenic	AT_rich|Low_complexity|Low_complexity	-10341	NM_010849	17869	Mm.2444	NM_010849	ENSMUSG00000022346	Myc	AU016757|Myc2|Niard|Nird|bHLHe39	myelocytomatosis oncogene	protein-coding
1371	chr10	9750001	9800000	+	0	NA	intron (NM_001081344, intron 20 of 25)	intron (NM_001081344, intron 20 of 25)	90278	NR_038036	620417	Mm.378085	NR_038036	ENSMUSG00000111901	Gm6150	-	predicted gene 6150	ncRNA
542	chr12	77050001	77100000	+	0	NA	Intergenic	MTE-int|LTR|ERVL-MaLR	-112752	NM_001361664	17187	Mm.268548	NM_008558	ENSMUSG00000059436	Max	AA960152|AI875693|bHLHd4|bHLHd5|bHLHd6|bHLHd7|bHLHd8	Max protein	protein-coding
44	chr19	60800001	60850000	+	0	NA	intron (NM_001360619, intron 4 of 7)	intron (NM_001360619, intron 4 of 7)	13445	NM_026437	67894	Mm.26148	NM_026437	ENSMUSG00000024993	Fam45a	1810055E12Rik	family with sequence similarity 45, member A	protein-coding
1478	chr6	12300001	12350000	+	0	NA	intron (NM_001164805, intron 22 of 26)	intron (NM_001164805, intron 22 of 26)	-215420	NR_003631	625347	Mm.389084	NM_001039041	ENSMUSG00000057223	Gm6578	EG625347	mitochondrial ribosomal protein L32 pseudogene	pseudo
1480	chr6	17650001	17700000	+	0	NA	Intergenic	ORR1D1|LTR|ERVL-MaLR	-18994	NM_001289625	64213	Mm.12051	NM_022332	ENSMUSG00000029534	St7	9430001H04Rik|Fam4a2|HELG|RAY1|SEN4|TSG7	suppression of tumorigenicity 7	protein-coding
664	chr2	103550001	103600000	+	0	NA	intron (NM_178890, intron 1 of 16)	intron (NM_178890, intron 1 of 16)	8690	NM_178890	99382	Mm.35850	NM_178890	ENSMUSG00000032724	Abtb2	AW539457|BPOZ-2	ankyrin repeat and BTB (POZ) domain containing 2	protein-coding
1784	chr4	123350001	123400000	+	0	NA	intron (NM_001199136, intron 83 of 97)	B3|SINE|B2	-31748	NM_007558	12163	Mm.439749	NM_007558	ENSMUSG00000032726	Bmp8a	Bmp7r1|OP-2|OP2	bone morphogenetic protein 8a	protein-coding
1512	chr6	56900001	56950000	+	0	NA	Intergenic	Intergenic	-1068	NM_001360963	107569	Mm.158936	NM_026004	ENSMUSG00000029780	Nt5c3	1600024P05Rik|2610206B05Rik|3110004A18Rik|AI842776|Nt5c3a|Nt5y|P5'N-1|P5N-1|PN-1|PN-I|PSN1|UMPH|Umph-1|Umph1|cN-III|lupin|p36	5'-nucleotidase, cytosolic III	protein-coding
565	chr12	107100001	107150000	+	0	NA	Intergenic	Intergenic	-408676	NR_015512	71033	Mm.159404	NR_015512	ENSMUSG00000085820	4933406K04Rik	4930426M03Rik|4930485I22Rik|4933427G14Rik	RIKEN cDNA 4933406K04 gene	ncRNA
602	chr2	21900001	21950000	+	0	NA	Intergenic	Lx6|LINE|L1	-302503	NM_148413	667663	Mm.330033	NM_148413	ENSMUSG00000025716	Myo3a	9030416P08Rik	myosin IIIA	protein-coding
525	chr12	52450001	52500000	+	0	NA	TTS (NR_136881)	TTS (NR_136881)	5609	NR_136881	102638611	Mm.363799	NR_136881	ENSMUSG00000111982	Gm35135	-	predicted gene, 35135	ncRNA
1431	chr10	76800001	76850000	+	0	NA	intron (NM_001347216, intron 3 of 15)	intron (NM_001347216, intron 3 of 15)	-2188	NR_152849	59093	Mm.272803	NM_021568	ENSMUSG00000001120	Pcbp3	AlphaCP-3	poly(rC) binding protein 3	protein-coding
561	chr12	101850001	101900000	+	0	NA	intron (NM_028446, intron 13 of 20)	AT_rich|Low_complexity|Low_complexity	-37667	NR_152255	100504056	Mm.416837	NR_152255		Gm20036	-	predicted gene, 20036	ncRNA
1254	chr3	105650001	105700000	+	0	NA	TTS (NM_001039347)	TTS (NM_001039347)	12571	NM_017397	53975	Mm.272826	NM_017397	ENSMUSG00000027905	Ddx20	GEMIN3|dp103	DEAD (Asp-Glu-Ala-Asp) box polypeptide 20	protein-coding
1555	chr6	108050001	108100000	+	0	NA	intron (NM_001276356, intron 2 of 2)	Lx8|LINE|L1	9955	NM_178391	74729	Mm.56539	NM_178391	ENSMUSG00000034639	Setmar	5830404F24Rik|Etet2	SET domain without mariner transposase fusion	protein-coding
30	chr19	36150001	36200000	+	0	NA	Intergenic	Intergenic	-55156	NM_013468	107765	Mm.10279	NM_013468	ENSMUSG00000024803	Ankrd1	Alrp|CARP|Crap|MARP1	ankyrin repeat domain 1 (cardiac muscle)	protein-coding
612	chr2	32450001	32500000	+	0	NA	Intergenic	IAPEz-int|LTR|ERVK	-23530	NM_146118	227731	Mm.37395	NM_146118	ENSMUSG00000026819	Slc25a25	1110030N17Rik|MCSC|mKIAA1896	solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 25	protein-coding
1539	chr6	88900001	88950000	+	0	NA	Intergenic	L1ME3G|LINE|L1	22749	NM_011906	24100	Mm.284480	NM_011906	ENSMUSG00000002871	Tpra1	40kDa|Gpr175|Tpra40	transmembrane protein, adipocyte asscociated 1	protein-coding
673	chr2	120350001	120400000	+	0	NA	intron (NM_173734, intron 11 of 19)	intron (NM_173734, intron 11 of 19)	-21863	NM_001363053	269338	Mm.246131	NM_147153	ENSMUSG00000027291	Vps39	A230065P22Rik|AW743070|Vam6|Vam6P|mVam6	VPS39 HOPS complex subunit	protein-coding
268	chr1	191300001	191350000	+	0	NA	promoter-TSS (NM_025864)	promoter-TSS (NM_025864)	-902	NM_025864	66950	Mm.236300	NM_025864	ENSMUSG00000026627	Pacc1	2310028N02Rik|AI118576|Tmem206	proton activated chloride channel 1	protein-coding
183	chr1	81300001	81350000	+	0	NA	intron (NM_001356397, intron 6 of 6)	intron (NM_001356397, intron 6 of 6)	247593	NM_001356397	241134	Mm.313904	NM_172849	ENSMUSG00000054976	Nyap2	9430031J16Rik|Jr6|Kiaa1486	neuronal tyrosine-phophorylated phosphoinositide 3-kinase adaptor 2	protein-coding
1463	chr10	117800001	117850000	+	0	NA	intron (NM_024457, intron 1 of 7)	intron (NM_024457, intron 1 of 7)	20974	NM_024457	215449	Mm.233009	NM_024457	ENSMUSG00000052681	Rap1b	2810443E11Rik	RAS related protein 1b	protein-coding
10	chr19	10650001	10700000	+	0	NA	intron (NM_021453, intron 3 of 8)	intron (NM_021453, intron 3 of 8)	3071	NM_021453	58803	Mm.34037	NM_021453	ENSMUSG00000024738	Pga5	1110035E17Rik|Pepf	pepsinogen 5, group I	protein-coding
820	chr11	44450001	44500000	+	0	NA	Intergenic	Intergenic	-4452	NM_024475	79560	Mm.338784	NM_024475	ENSMUSG00000041231	Ublcp1	4930527B16Rik|8430435I17Rik|BC002236	ubiquitin-like domain containing CTD phosphatase 1	protein-coding
1840	chr5	52150001	52200000	+	0	NA	intron (NR_104311, intron 3 of 13)	B2_Mm2|SINE|B2	15546	NM_001042620	13204	Mm.993	NM_007839	ENSMUSG00000029169	Dhx15	DBP1|DEAH9|Ddx15|HRH2|mDEAH9	DEAH (Asp-Glu-Ala-His) box polypeptide 15	protein-coding
174	chr1	69750001	69800000	+	0	NA	Intergenic	Intergenic	-51970	NM_029160	66722	Mm.440554	NM_025728	ENSMUSG00000053153	Spag16	4921511D23Rik|4930524F24Rik|4930585K05Rik|AV261009|Pf20|Wdr29	sperm associated antigen 16	protein-coding
785	chrX	142350001	142400000	+	0	NA	intron (NM_001033600, intron 1 of 15)	AT_rich|Low_complexity|Low_complexity	15535	NM_019477	50790	Mm.391337	NM_019477	ENSMUSG00000031278	Acsl4	9430020A05Rik|ACS4|AU018108|Facl4|Lacs4	acyl-CoA synthetase long-chain family member 4	protein-coding
1142	chr14	56550001	56600000	+	0	NA	promoter-TSS (NM_001145978)	promoter-TSS (NM_001145978)	-619	NM_001145978	328417	Mm.379357	NM_001145978	ENSMUSG00000054509	Parp4	ARTD4|Adprtl1|C030027K23Rik|E230037B21Rik|Gm743|PARP-4|PARPL|PH5P|VAULT3|VPARP|p193	poly (ADP-ribose) polymerase family, member 4	protein-coding
549	chr12	82000001	82050000	+	0	NA	Intergenic	Intergenic	-145016	NM_001167983	217692	Mm.261333	NM_172579	ENSMUSG00000042700	Sipa1l1	4931426N11Rik|AW213287|Spar|mKIAA0440	signal-induced proliferation-associated 1 like 1	protein-coding
1024	chr13	34000001	34050000	+	0	NA	intron (NM_009068, intron 7 of 10)	MTA_Mm|LTR|ERVL-MaLR	-12641	NM_026512	68021	Mm.140243	NM_026512	ENSMUSG00000038286	Bphl	2010012D11Rik|5730533B08Rik|AI115341	biphenyl hydrolase-like (serine hydrolase, breast epithelial mucin-associated antigen)	protein-coding
475	chr16	75650001	75700000	+	0	NA	Intergenic	Intergenic	82109	NM_198302	224344	Mm.273214	NM_198302	ENSMUSG00000032940	Rbm11	A330018F01	RNA binding motif protein 11	protein-coding
815	chr11	30100001	30150000	+	0	NA	exon (NM_009260, exon 18 of 31)	exon (NM_009260, exon 18 of 31)	73257	NM_009260	20742	Mm.123110	NM_009260	ENSMUSG00000020315	Sptbn1	9930031C03Rik|AL033301|SPTB2|Spnb-2|Spnb2|elf1|elf3|mKIAA4049	spectrin beta, non-erythrocytic 1	protein-coding
1466	chr10	121400001	121450000	+	0	NA	intron (NM_138956, intron 1 of 4)	MT2B|LTR|ERVL	51250	NM_138956	192678	Mm.41265	NM_138956	ENSMUSG00000025795	Rassf3	AW212023|AW322379	Ras association (RalGDS/AF-6) domain family member 3	protein-coding
