	chr1	s1	e1	chr2	s2	e2	Interaction_score	Annotation_1	Detailed_Annotation_1	Distance_to_TSS_1	Nearest_PromoterID_1	Entrez_ID_1	Nearest_Unigene_1	Nearest_Refseq_1	Nearest_Ensembl_1	Gene_Name_1	Gene_Alias_1	Gene_Description_1	Gene_Type_1	Annotation_2	Detailed_Annotation_2	Distance_to_TSS_2	Nearest_PromoterID_2	Entrez_ID_2	Nearest_Unigene_2	Nearest_Refseq_2	Nearest_Ensembl_2	Gene_Name_2	Gene_Alias_2	Gene_Description_2	Gene_Type_2	TSS_1	TSS_2
49	chr17	9050000	9100000	chr17	10400000	10450000		Intergenic	L1M5|LINE|L1	86667	NM_001347544	66931.0	Mm.67591	NM_025851	ENSMUSG00000023873	1700010I14Rik	-	RIKEN cDNA 1700010I14 gene	protein-coding	intron (NM_027032, intron 4 of 4)	intron (NM_027032, intron 4 of 4)	-31216	NR_077239	319750.0	Mm.383485	NR_077237	ENSMUSG00000089633	A230009B12Rik	-	RIKEN cDNA A230009B12 gene	ncRNA	17.0	-6.0
50	chr17	13050000	13100000	chr17	13350000	13400000		intron (NM_009341, intron 9 of 11)	intron (NM_009341, intron 9 of 11)	13889	NM_009341	21462.0	Mm.264651	NM_009341	ENSMUSG00000055602	Tcp10b	D17Leh66B|D17Leh66ba|T66B-a|Tcp-10b|Tcp-10bt	t-complex protein 10b	protein-coding	intron (NM_001167578, intron 11 of 11)	B3|SINE|B2	20428	NM_001167578	100041352.0	Mm.432087	NM_001167578	ENSMUSG00000052469	Tcp10c	D17Leh66C|D17Leh66ca|Gm9880|T66C-a|Tcp-10c	t-complex protein 10c	protein-coding	3.0	4.0
51	chr17	14950000	15000000	chr17	15000000	15050000		intron (NM_198104, intron 2 of 3)	B2_Mm2|SINE|B2	3812	NM_001123367	100041639.0	Mm.440445	NM_001123367	ENSMUSG00000079710	Gm3448	LC2|TCTEX-2|TCTEX-4|Tcte-3|Tcte3|Tctex1d3|Tctex2|Tctex4	predicted gene 3448	protein-coding	Intergenic	Intergenic	-14816	NM_001123367	100041639.0	Mm.440445	NM_001123367	ENSMUSG00000079710	Gm3448	LC2|TCTEX-2|TCTEX-4|Tcte-3|Tcte3|Tctex1d3|Tctex2|Tctex4	predicted gene 3448	protein-coding	1.0	-3.0
52	chr17	15000000	15050000	chr17	15450000	15500000		Intergenic	Intergenic	-14816	NM_198104	21647.0	Mm.440445	NM_011560	ENSMUSG00000079707	Tcte3	D17Leh117c|LC2|Tcte-3|Tctex-2|Tctex-4|Tctex2|Tctex4	t-complex-associated testis expressed 3	protein-coding	TTS (NM_011185)	TTS (NM_011185)	23276	NM_011185	19170.0	Mm.32912	NM_011185	ENSMUSG00000014769	Psmb1	AA409053|C81484|Lmpc5	proteasome (prosome, macropain) subunit, beta type 1	protein-coding	-3.0	5.0
53	chr17	15500000	15550000	chr17	15700000	15750000		intron (NM_008799, intron 3 of 5)	intron (NM_008799, intron 3 of 5)	2301	NM_008799	18567.0	Mm.323	NM_008799	ENSMUSG00000014771	Pdcd2	AI528543|Pcd2|RP-8	programmed cell death 2	protein-coding	intron (NM_007690, intron 2 of 35)	ORR1A2|LTR|ERVL-MaLR	20033	NM_007690	12648.0	Mm.8137	NM_007690	ENSMUSG00000023852	Chd1	4930525N21Rik|AI851787|AW555109	chromodomain helicase DNA binding protein 1	protein-coding	0.0	4.0
54	chr17	15750000	15800000	chr17	16900000	16950000		Intergenic	Intergenic	51586	NM_178615	68799.0	Mm.293466	NM_178615	ENSMUSG00000048027	Rgmb	1110059F19Rik|DRAGON	repulsive guidance molecule family member B	protein-coding	Intergenic	Intergenic	-139103	NM_001163919	449000.0	Mm.483718	NM_001005358	ENSMUSG00000096696	Zfp960	-	zinc finger protein 960	protein-coding	10.0	-28.0
55	chr17	17350000	17400000	chr17	17600000	17650000		intron (NM_025934, intron 1 of 9)	intron (NM_025934, intron 1 of 9)	668	NM_025934	67045.0	Mm.35117	NM_025934	ENSMUSG00000116564	Riok2	2010110K24Rik|2410085M17Rik	RIO kinase 2	protein-coding	promoter-TSS (NM_172827)	promoter-TSS (NM_172827)	-511	NM_172827	240028.0	Mm.328807	NM_172827	ENSMUSG00000023845	Lnpep	2010309L07Rik|4732490P18Rik|CAP|IRAP|PLAP|gp160|vp165	leucyl/cystinyl aminopeptidase	protein-coding	0.0	-0.0
56	chr17	18000000	18050000	chr17	18550000	18600000		Intergenic	Intergenic	3267	NM_008041	14291.0	Mm.455331	NM_008041	ENSMUSG00000048062	Fpr-rs4	-	formyl peptide receptor, related sequence 4	protein-coding	Intergenic	Intergenic	-6727	NM_001104547	433070.0	Mm.215962	NM_001104547	ENSMUSG00000091679	Vmn2r96	EG433070	vomeronasal 2, receptor 96	protein-coding	1.0	-1.0
57	chr17	21100000	21150000	chr17	22000000	22050000		Intergenic	L1_Mur2|LINE|L1	33792	NR_137274	328766.0	Mm.50947	NR_137274	ENSMUSG00000102080	Gm5092	4933430A09	predicted gene 5092	ncRNA	Intergenic	L1Md_F|LINE|L1	62441	NM_001025373	74670.0	Mm.26540	NM_001025373	ENSMUSG00000053347	Zfp943	4930432O21Rik	zinc finger prtoein 943	protein-coding	7.0	12.0
58	chr17	23000000	23050000	chr17	23050000	23100000		Intergenic	L1Md_F2|LINE|L1	20029	NR_033648	665976.0	Mm.491067	NR_033648		Vmn2r-ps129	-	vomeronasal 2, receptor, pseudogene 129	pseudo	Intergenic	Intergenic	70029	NR_033648	665976.0	Mm.491067	NR_033648		Vmn2r-ps129	-	vomeronasal 2, receptor, pseudogene 129	pseudo	4.0	14.0
59	chr17	23550000	23600000	chr17	23600000	23650000		TTS (NM_001356268)	TTS (NM_001356268)	-10774	NM_001033496	449521.0	Mm.268582	NM_001033496	ENSMUSG00000071256	Zfp213	BC038178|D17Ertd197e	zinc finger protein 213	protein-coding	Intergenic	B1_Mus2|SINE|Alu	20269	NM_001033339	240047.0	Mm.235343	NM_001033339	ENSMUSG00000023903	Mmp25	F730048C11Rik|Leukolysin|MMP20|MT6-MMP	matrix metallopeptidase 25	protein-coding	-2.0	4.0
60	chr17	24150000	24200000	chr17	24400000	24450000		TTS (NM_001163848)	TTS (NM_001163848)	-5322	NM_001361531	11984.0	Mm.30155	NM_009729	ENSMUSG00000024121	Atp6v0c	Atp6c|Atp6c2|Atp6l|Atpl|Atpl-rs1|PL16|VATL|Vma3	ATPase, H+ transporting, lysosomal V0 subunit C	protein-coding	intron (NM_001080127, intron 7 of 7)	intron (NM_001080127, intron 7 of 7)	-1683	NM_010023	13177.0	Mm.291743	NM_010023	ENSMUSG00000024132	Eci1	Dci|eci	enoyl-Coenzyme A delta isomerase 1	protein-coding	-1.0	-0.0
61	chr17	24500000	24550000	chr17	24650000	24700000		intron (NM_001172113, intron 1 of 20)	intron (NM_001172113, intron 1 of 20)	2938	NM_153792	224619.0	Mm.275150	NM_153792	ENSMUSG00000052752	Traf7	RFWD1	TNF receptor-associated factor 7	protein-coding	intron (NM_183149, intron 1 of 11)	B1_Mm|SINE|Alu	5313	NM_183149	213753.0	Mm.219581	NM_183149	ENSMUSG00000041130	Zfp598	BC023040|Ntrap|Znf598	zinc finger protein 598	protein-coding	1.0	1.0
62	chr17	25100000	25150000	chr17	25250000	25300000		exon (NM_026747, exon 3 of 3)	exon (NM_026747, exon 3 of 3)	4240	NM_001163416	68509.0	Mm.328855	NM_026747	ENSMUSG00000044172	Ptx4	1110018H23Rik	pentraxin 4	protein-coding	promoter-TSS (NM_011665)	promoter-TSS (NM_011665)	-690	NM_011665	22196.0	Mm.240044	NM_011665	ENSMUSG00000015120	Ube2i	5830467E05Rik|UBC9|Ubce2i|Ubce9	ubiquitin-conjugating enzyme E2I	protein-coding	1.0	-0.0
63	chr17	26450000	26500000	chr17	26600000	26650000		Intergenic	B4A|SINE|B4	33472	NM_013642	19252.0	Mm.239041	NM_013642	ENSMUSG00000024190	Dusp1	3CH134|MKP1|Ptpn16|U19515|erp|mkp-1	dual specificity phosphatase 1	protein-coding	intron (NM_026170, intron 4 of 9)	intron (NM_026170, intron 4 of 9)	-51396	NM_025272	11974.0	Mm.22602	NM_025272	ENSMUSG00000015575	Atp6v0e	Atp6k|Atp6v0e1|M9.2	ATPase, H+ transporting, lysosomal V0 subunit E	protein-coding	7.0	-10.0
64	chr17	27150000	27200000	chr17	27500000	27550000		Intergenic	RSINE1|SINE|B4	-7236	NM_173027	271424.0	Mm.209679	NM_173027	ENSMUSG00000024210	Ip6k3	D830007E07Rik|Ihpk3	inositol hexaphosphate kinase 3	protein-coding	Intergenic	B1_Mus2|SINE|Alu	-21467	NM_001291045	268934.0	Mm.358940	NM_001013385	ENSMUSG00000063239	Grm4	Gprc1d|mGluR4	glutamate receptor, metabotropic 4	protein-coding	-1.0	-4.0
65	chr17	28350000	28400000	chr17	28500000	28550000		Intergenic	L1_Mus4|LINE|L1	-9784	NM_021478	22157.0	Mm.42102	NM_021478	ENSMUSG00000037446	Tulp1	Tulp1l	tubby like protein 1	protein-coding	Intergenic	MTB_Mm|LTR|ERVL-MaLR	-5861	NM_026290	67645.0	Mm.46170	NM_026290	ENSMUSG00000024223	Armc12	4930511I11Rik|AV041658	armadillo repeat containing 12	protein-coding	-2.0	-1.0
66	chr17	29350000	29400000	chr17	29500000	29550000		intron (NM_001159538, intron 13 of 15)	intron (NM_001159538, intron 13 of 15)	14086	NM_013710	26382.0	Mm.279187	NM_013710	ENSMUSG00000024013	Fgd2	Tcd-2|Tcd2|ZFYVE4|tcs-2|tcs2	FYVE, RhoGEF and PH domain containing 2	protein-coding	Intergenic	B1_Mus2|SINE|Alu	24593	NM_001162901	71138.0	Mm.158581	NM_001162901	ENSMUSG00000079580	Tmem217	4933413N12Rik|EG622644	transmembrane protein 217	protein-coding	3.0	5.0
67	chr17	29850000	29900000	chr17	30450000	30500000		intron (NM_001368423, intron 1 of 16)	intron (NM_001368423, intron 1 of 16)	12882	NM_001081160	74762.0	Mm.40901	NM_001081160	ENSMUSG00000043557	Mdga1	1200011I03Rik|GPIM|Mamdc3	MAM domain containing glycosylphosphatidylinositol anchor 1	protein-coding	intron (NM_172618, intron 6 of 11)	intron (NM_172618, intron 6 of 11)	-78820	NR_030688	623169.0	Mm.440508	NR_030688		Gm6402	EG623169	ribosomal protein S17 pseudogene	pseudo	3.0	-16.0
68	chr17	30900000	30950000	chr17	32550000	32600000		intron (NM_021332, intron 6 of 12)	intron (NM_021332, intron 6 of 12)	23133	NM_021332	14652.0	Mm.390969	NM_021332	ENSMUSG00000024027	Glp1r	GLP-1R|GLP1Rc	glucagon-like peptide 1 receptor	protein-coding	Intergenic	Intergenic	38443	NM_001356302	70101.0	Mm.30504	NM_024442	ENSMUSG00000048440	Cyp4f16	2310021J05Rik|AI746515	cytochrome P450, family 4, subfamily f, polypeptide 16	protein-coding	5.0	8.0
69	chr17	31650000	31700000	chr17	32000000	32050000		Intergenic	B2_Mm1t|SINE|B2	-2931	NM_001278569	12954.0	Mm.1228	NM_013501	ENSMUSG00000024041	Cryaa	Acry-1|Crya-1|Crya1|DAcry-1|lop18	crystallin, alpha A	protein-coding	intron (NM_028902, intron 2 of 7)	intron (NM_028902, intron 2 of 7)	9508	NM_028902	74377.0	Mm.75856	NM_028902	ENSMUSG00000002076	Hsf2bp	4932437G14Rik|Meilb2	heat shock transcription factor 2 binding protein	protein-coding	-1.0	2.0
70	chr17	32300000	32350000	chr17	33800000	33850000		intron (NM_017476, intron 12 of 13)	intron (NM_017476, intron 12 of 13)	-3762	NM_019774	56399.0	Mm.328945	NM_019774	ENSMUSG00000024045	Akap8	1200016A02Rik|AA673585|AKAP-8|AKAP95|AU015639	A kinase (PRKA) anchor protein 8	protein-coding	promoter-TSS (NM_016844)	promoter-TSS (NM_016844)	355	NR_103514	66416.0	Mm.29513	NM_023202	ENSMUSG00000041881	Ndufa7	14.5kDa|2400007M02Rik|CI-B14.5a	NADH:ubiquinone oxidoreductase subunit A7	protein-coding	-1.0	0.0
71	chr17	32600000	32650000	chr17	34450000	34500000		intron (NM_001100187, intron 2 of 12)	intron (NM_001100187, intron 2 of 12)	3681	NM_001100187	677156.0	Mm.484117	NM_001100187	ENSMUSG00000062464	Cyp4f37	Gm9705	cytochrome P450, family 4, subfamily f, polypeptide 37	protein-coding	intron (NM_030746, intron 1 of 8)	B3|SINE|B2	937	NM_030746	632126.0	Mm.484958	NM_030746	ENSMUSG00000058435	Btnl4	Btn3a3|EG632126|NG11	butyrophilin-like 4	protein-coding	1.0	0.0
72	chr17	33950000	34000000	chr17	35400000	35450000		non-coding (NR_004446, exon 6 of 6)	non-coding (NR_004446, exon 6 of 6)	3791	NR_004446	630499.0	Mm.440940	NM_001081015	ENSMUSG00000067203	H2-K2	EG630499|Gm7035|H-2K1|H-2K1K|H-2K2|H2-K1	histocompatibility 2, K region locus 2	pseudo	intron (NM_207648, intron 1 of 6)	CpG	150	NM_001368742	110557.0	Mm.439827	NM_207648	ENSMUSG00000073409	H2-Q6	0610037M15Rik|H-2Q6|Qa-6|Qa6	histocompatibility 2, Q region locus 6	protein-coding	1.0	0.0
73	chr17	34100000	34150000	chr17	34150000	34200000		promoter-TSS (NM_001360530)	promoter-TSS (NM_001360530)	-518	NM_001360530	14998.0	Mm.16373	NM_010386	ENSMUSG00000037649	H2-DMa	H-2Ma|H2-Ma	histocompatibility 2, class II, locus DMa	protein-coding	Intergenic	RLTR20C|LTR|ERVK	12330	NM_013585	16912.0	Mm.390983	NM_013585	ENSMUSG00000096727	Psmb9	Lmp-2|Lmp2	proteasome (prosome, macropain) subunit, beta type 9 (large multifunctional peptidase 2)	protein-coding	-0.0	2.0
74	chr17	35300000	35350000	chr17	36150000	36200000		TTS (NM_010390)	TTS (NM_010390)	4453	NM_001358790	15006.0	Mm.466882	NM_010390	ENSMUSG00000079507	H2-Q1	H-2Q1|H2-D1|Q1|Q1b|Q1d|Q1k|Qa-1|Qa1|Qed-1	histocompatibility 2, Q region locus 1	protein-coding	Intergenic	MYSERV6-int|LTR|ERVK	-3777	NR_033619	625785.0	Mm.390996	NR_033619		Gm6623	EG625785	akirin 1 pseudogene	pseudo	1.0	-1.0
75	chr17	36300000	36350000	chr17	36750000	36800000		intron (NM_001360498, intron 3 of 5)	intron (NM_001360498, intron 3 of 5)	1150	NM_013544	14985.0	Mm.347438	NM_013544	ENSMUSG00000024448	H2-M10.1	9.5H	histocompatibility 2, M region locus 10.1	protein-coding	exon (NM_177637, exon 5 of 6)	exon (NM_177637, exon 5 of 6)	2090	NM_177637	224761.0	Mm.246584	NM_177637	ENSMUSG00000037246	H2-M10.5	6.9H	histocompatibility 2, M region locus 10.5	protein-coding	0.0	0.0
76	chr17	39400000	39450000	chr17	40100000	40150000		Intergenic	RLTR22_Mur|LTR|ERVK	18641	NM_001244763	100126774.0	Mm.350534	NM_001244763	ENSMUSG00000094024	Esp18	Gm20579	exocrine gland secreted peptide 18	protein-coding	Intergenic	L1Md_A|LINE|L1	83609	NM_031190	18663.0	Mm.717	NM_031190	ENSMUSG00000031233	Pgk2	Pgk-2|Tcp-2	phosphoglycerate kinase 2	protein-coding	4.0	17.0
77	chr17	45700000	45750000	chr17	46050000	46100000		Intergenic	Intergenic	8844	NM_028164	72240.0	Mm.482897	NM_028164	ENSMUSG00000094690	1600014C23Rik	-	RIKEN cDNA 1600014C23 gene	protein-coding	Intergenic	Intergenic	-36004	NM_026768	68565.0	Mm.287443	NM_026768	ENSMUSG00000023967	Mrps18a	1110004O20Rik|C79712	mitochondrial ribosomal protein S18A	protein-coding	2.0	-7.0
78	chr17	46200000	46250000	chr17	46950000	47000000		intron (NM_028198, intron 14 of 31)	intron (NM_028198, intron 14 of 31)	-6531	NR_030466	751553.0		NR_030466	ENSMUSG00000076141	Mir693	Mirn693|mir-693|mmu-mir-693	microRNA 693	ncRNA	intron (NM_146078, intron 13 of 46)	RSINE1|SINE|B4	35532	NM_146078	224826.0	Mm.28234	NM_146078	ENSMUSG00000023977	Ubr2	9930021A08Rik|AI462103|AW540746|E130209G04Rik|mKIAA0349	ubiquitin protein ligase E3 component n-recognin 2	protein-coding	-1.0	7.0
79	chr17	47500000	47550000	chr17	47550000	47600000		intron (NM_001081635, intron 1 of 6)	intron (NM_001081635, intron 1 of 6)	19949	NM_001081636	12445.0	Mm.27291	NM_007632	ENSMUSG00000034165	Ccnd3	9230106B05Rik|AA682053|AL024085|AW146355|C78795	cyclin D3	protein-coding	intron (NM_001081635, intron 1 of 6)	intron (NM_001081635, intron 1 of 6)	-18467	NM_007632	12445.0	Mm.27291	NM_007632	ENSMUSG00000034165	Ccnd3	9230106B05Rik|AA682053|AL024085|AW146355|C78795	cyclin D3	protein-coding	4.0	-4.0
80	chr17	47850000	47900000	chr17	48000000	48050000		intron (NM_028767, intron 12 of 16)	intron (NM_028767, intron 12 of 16)	-40309	NM_001109973	17240.0	Mm.329100	NM_010783	ENSMUSG00000032717	Mdfi	I-mf|I-mfa	MyoD family inhibitor	protein-coding	Intergenic	Intergenic	13293	NM_029689	76651.0	Mm.76918	NM_029689	ENSMUSG00000094928	1700122O11Rik	-	RIKEN cDNA 1700122O11 gene	protein-coding	-8.0	3.0
81	chr17	49950000	50000000	chr17	50200000	50250000		Intergenic	L1MD2|LINE|L1	215497	NM_181397	76438.0	Mm.41854	NM_181397	ENSMUSG00000039316	Rftn1	2310015N21Rik|AI853526	raftlin lipid raft linker 1	protein-coding	Intergenic	Intergenic	-14208	NR_131975	446210.0	Mm.378184	NM_001004437	ENSMUSG00000067103	AY702103	STDP2	cDNA sequence AY702103	ncRNA	43.0	-3.0
82	chr17	50300000	50350000	chr17	51700000	51750000		Intergenic	Intergenic	-31380	NM_001277863	13164.0	Mm.280641	NM_010021	ENSMUSG00000010592	Dazl	Daz-like|Dazh|Dazl1|Dazla|Tpx-2|Tpx2	deleted in azoospermia-like	protein-coding	Intergenic	MTE2b|LTR|ERVL-MaLR	87054	NM_001163630	20230.0	Mm.311655	NM_009122	ENSMUSG00000023927	Satb1	2610306G12Rik|AW413156	special AT-rich sequence binding protein 1	protein-coding	-6.0	17.0
83	chr17	50400000	50450000	chr17	50750000	50800000		Intergenic	RLTR19-int|LTR|ERVK	-84547	NM_013880	224860.0	Mm.217362	NM_013880	ENSMUSG00000038910	Plcl2	PLC-L2|PRIP-2|Plce2|mKIAA1092	phospholipase C-like 2	protein-coding	intron (NM_028162, intron 18 of 21)	intron (NM_028162, intron 18 of 21)	76319	NM_001297747	12228.0	Mm.392910	NM_009770	ENSMUSG00000022863	Btg3	ANA|tob5	B cell translocation gene 3	protein-coding	-17.0	15.0
84	chr17	50800000	50850000	chr17	51250000	51300000		intron (NM_028162, intron 15 of 21)	intron (NM_028162, intron 15 of 21)	126319	NM_001297747	12228.0	Mm.392910	NM_009770	ENSMUSG00000022863	Btg3	ANA|tob5	B cell translocation gene 3	protein-coding	Intergenic	Lx6|LINE|L1	-2988	NR_037259	100526489.0		NR_037259	ENSMUSG00000104652	Mir669a-8	mmu-mir-669a-8	microRNA 669a-8	ncRNA	25.0	-1.0
85	chr17	50800000	50850000	chr17	51650000	51700000		intron (NM_028162, intron 15 of 21)	intron (NM_028162, intron 15 of 21)	126319	NM_001297747	12228.0	Mm.392910	NM_009770	ENSMUSG00000022863	Btg3	ANA|tob5	B cell translocation gene 3	protein-coding	Intergenic	(CACCC)n|Simple_repeat|Simple_repeat	137054	NM_001163630	20230.0	Mm.311655	NM_009122	ENSMUSG00000023927	Satb1	2610306G12Rik|AW413156	special AT-rich sequence binding protein 1	protein-coding	25.0	27.0
86	chr17	50800000	50850000	chr17	52450000	52500000		intron (NM_028162, intron 15 of 21)	intron (NM_028162, intron 15 of 21)	126319	NM_001297747	12228.0	Mm.392910	NM_009770	ENSMUSG00000022863	Btg3	ANA|tob5	B cell translocation gene 3	protein-coding	Intergenic	L1Md_A|LINE|L1	127660	NR_155517	108168350.0	Mm.385076	NR_155517		Gm27217	-	predicted gene 27217	ncRNA	25.0	26.0
87	chr17	51250000	51300000	chr17	51650000	51700000		Intergenic	Lx6|LINE|L1	-2988	NR_037255	100526536.0		NR_037255	ENSMUSG00000106027	Mir669a-7	mmu-mir-669a-7	microRNA 669a-7	ncRNA	Intergenic	(CACCC)n|Simple_repeat|Simple_repeat	137054	NM_001163630	20230.0	Mm.311655	NM_009122	ENSMUSG00000023927	Satb1	2610306G12Rik|AW413156	special AT-rich sequence binding protein 1	protein-coding	-1.0	27.0
88	chr17	51350000	51400000	chr17	52400000	52450000		intron (NR_037264, intron 3 of 4)	L1Md_F2|LINE|L1	73269	NR_046166	328837.0	Mm.236143	NR_046166	ENSMUSG00000117204	C330011F03Rik	C330011F03	RIKEN cDNA C330011F03 gene	ncRNA	Intergenic	MTA_Mm|LTR|ERVL-MaLR	177660	NR_155517	108168350.0	Mm.385076	NR_155517		Gm27217	-	predicted gene 27217	ncRNA	15.0	36.0
89	chr17	51800000	51850000	chr17	52150000	52200000		intron (NM_001163632, intron 1 of 10)	intron (NM_001163632, intron 1 of 10)	1588	NM_001163631	20230.0	Mm.311655	NM_009122	ENSMUSG00000023927	Satb1	2610306G12Rik|AW413156	special AT-rich sequence binding protein 1	protein-coding	Intergenic	Intergenic	25711	NR_155494	100503190.0	Mm.170588	NR_155494		Gm19585	-	predicted gene, 19585	ncRNA	0.0	5.0
90	chr17	52550000	52600000	chr17	53350000	53400000		Intergenic	B1_Mm|SINE|Alu	27660	NR_155517	108168350.0	Mm.385076	NR_155517		Gm27217	-	predicted gene 27217	ncRNA	Intergenic	B2_Mm2|SINE|B2	88321	NM_172497	211482.0	Mm.60887	NM_172497	ENSMUSG00000023931	Efhb	4921525D22Rik	EF hand domain family, member B	protein-coding	6.0	18.0
91	chr17	53500000	53550000	chr17	53650000	53700000		intron (NM_173449, intron 1 of 2)	RMER6-int|LTR|ERVK	14451	NM_173449	110332.0	Mm.444633	NM_173449	ENSMUSG00000044957	Pp2d1	4921523A10Rik	protein phosphatase 2C-like domain containing 1	protein-coding	3' UTR (NM_028232, exon 9 of 9)	3' UTR (NM_028232, exon 9 of 9)	14315	NM_028232	72415.0	Mm.153202	NM_028232	ENSMUSG00000023940	Sgo1	3300001M08Rik|C81037|Sgol1	shugoshin 1	protein-coding	3.0	3.0
92	chr17	56000000	56050000	chr17	57250000	57300000		intron (NM_013664, intron 1 of 9)	intron (NM_013664, intron 1 of 9)	11637	NM_001252471	20405.0	Mm.1773	NM_013664	ENSMUSG00000003200	Sh3gl1	C77078|EEN|SH3P8|Sh3d2b	SH3-domain GRB2-like 1	protein-coding	Intergenic	Intergenic	-4100	NM_011691	22324.0	Mm.248172	NM_011691	ENSMUSG00000034116	Vav1	Vav|vav-T	vav 1 oncogene	protein-coding	2.0	-1.0
93	chr17	56100000	56150000	chr17	56250000	56300000		intron (NM_001130456, intron 16 of 16)	intron (NM_001130456, intron 16 of 16)	-3054	NM_029796	76905.0	Mm.348025	NM_029796	ENSMUSG00000037095	Lrg1	1300008B03Rik|2310031E04Rik|Lrg|Lrhg	leucine-rich alpha-2-glycoprotein 1	protein-coding	intron (NM_174989, intron 1 of 1)	B2_Mm1a|SINE|B2	1767	NM_174989	106759.0	Mm.203952	NM_174989	ENSMUSG00000047123	Ticam1	AW046014|AW547018|TICAM-1|TRIF	toll-like receptor adaptor molecule 1	protein-coding	-1.0	0.0
94	chr17	63300000	63350000	chr17	63450000	63500000		intron (NM_015794, intron 6 of 8)	intron (NM_015794, intron 6 of 8)	-12027	NR_130176	414079.0	Mm.444282	NR_130176	ENSMUSG00000090565	4930405O22Rik	-	RIKEN cDNA 4930405O22 gene	ncRNA	intron (NM_015794, intron 3 of 8)	intron (NM_015794, intron 3 of 8)	25580	NM_015794	50758.0	Mm.136366	NM_015794	ENSMUSG00000023965	Fbxl17	6330576B01Rik|AI452053|BB073797|C130023C01Rik|Fbx13|Fbxo13	F-box and leucine-rich repeat protein 17	protein-coding	-2.0	5.0
95	chr17	64300000	64350000	chr17	65600000	65650000		intron (NM_144859, intron 1 of 8)	Lx8|LINE|L1	6883	NM_001025309	224938.0	Mm.489681	NM_144859	ENSMUSG00000024083	Pja2	AI447901|AL022700|Neurodap1|mKIAA0438	praja ring finger ubiquitin ligase 2	protein-coding	Intergenic	Intergenic	-11445	NM_013933	30960.0	Mm.266767	NM_013933	ENSMUSG00000024091	Vapa	33kDa|VAP33	vesicle-associated membrane protein, associated protein A	protein-coding	1.0	-2.0
96	chr17	64500000	64550000	chr17	64850000	64900000		intron (NR_045899, intron 1 of 3)	intron (NR_045899, intron 1 of 3)	30590	NR_045899	100043582.0	Mm.11170	NR_045899	ENSMUSG00000073377	AU016765	-	expressed sequence AU016765	ncRNA	Intergenic	(TCTG)n|Simple_repeat|Simple_repeat	-38929	NM_030031	78057.0	Mm.109380	NM_030031	ENSMUSG00000024088	4930583I09Rik	-	RIKEN cDNA 4930583I09 gene	protein-coding	6.0	-8.0
97	chr17	65850000	65900000	chr17	66100000	66150000		intron (NM_009067, intron 1 of 9)	intron (NM_009067, intron 1 of 9)	9923	NM_001198949	19765.0	Mm.17009	NM_009067	ENSMUSG00000024096	Ralbp1	RLIP76|Rip1	ralA binding protein 1	protein-coding	intron (NM_001003919, intron 1 of 26)	intron (NM_001003919, intron 1 of 26)	1480	NM_001003919	320209.0	Mm.259605	NM_001003919	ENSMUSG00000035842	Ddx11	4732462I11Rik|CHL1|CHLR1|KRG2|essa15a	DEAD/H (Asp-Glu-Ala-Asp/His) box helicase 11	protein-coding	2.0	0.0
98	chr17	66200000	66250000	chr17	66450000	66500000		Intergenic	B4A|SINE|B4	101480	NM_001003919	320209.0	Mm.259605	NM_001003919	ENSMUSG00000035842	Ddx11	4732462I11Rik|CHL1|CHLR1|KRG2|essa15a	DEAD/H (Asp-Glu-Ala-Asp/His) box helicase 11	protein-coding	Intergenic	MTB_Mm|LTR|ERVL-MaLR	-25250	NM_172963	68617.0	Mm.33421	NM_172963	ENSMUSG00000052105	Mtcl1	1110012J17Rik|Ccdc165|D130071O13|Kiaa0802|Soga2|mKIAA0802|t8219b25	microtubule crosslinking factor 1	protein-coding	20.0	-5.0
99	chr17	70800000	70850000	chr17	70950000	71000000		Intergenic	B3|SINE|B2	21777	NM_001164077	21815.0	Mm.101034	NM_009372	ENSMUSG00000047407	Tgif1	AA959811|AI462167|Tgif	TGFB-induced factor homeobox 1	protein-coding	intron (NM_023402, intron 3 of 3)	intron (NM_023402, intron 3 of 3)	15516	NM_023402	67938.0	Mm.261329	NM_023402	ENSMUSG00000034868	Myl12b	1500001M02Rik|C77744|Mylc2b|RLC-B	myosin, light chain 12B, regulatory	protein-coding	4.0	3.0
100	chr17	72800000	72850000	chr17	73850000	73900000		Intergenic	B1_Mus2|SINE|Alu	-11628	NM_027166	383295.0	Mm.277533	NM_027166	ENSMUSG00000039770	Ypel5	2310076K21Rik|CGI-127	yippee like 5	protein-coding	Intergenic	ORR1A2|LTR|ERVL-MaLR	70159	NM_020578	57440.0	Mm.18526	NM_020578	ENSMUSG00000024065	Ehd3	Ehd2	EH-domain containing 3	protein-coding	-2.0	14.0
101	chr17	72800000	72850000	chr17	74300000	74350000		Intergenic	B1_Mus2|SINE|Alu	-11628	NM_027166	383295.0	Mm.277533	NM_027166	ENSMUSG00000039770	Ypel5	2310076K21Rik|CGI-127	yippee like 5	protein-coding	Intergenic	Intergenic	-1056	NM_024428	66310.0	Mm.28536	NM_024428	ENSMUSG00000024067	Dpy30	2810410M20Rik|C87842	dpy-30, histone methyltransferase complex regulatory subunit	protein-coding	-2.0	-0.0
